,Year,Quarter,Year-Month,Order Date,Region,Category,Product Name,Unit Price,Quantity,Sales,Profit,Profit Margin
452,2024,2024Q2,2024-05,2024-05-12,West,Electronics,Laptop,380.88,2,761.76,188.7,0.24771581600504095
453,2023,2023Q3,2023-07,2023-07-14,West,Accessories,Monitor,321.06444444444446,9,2889.58,604.19,0.2090926709071907
454,2024,2024Q4,2024-11,2024-11-08,East,Electronics,Smartwatch,406.1022222222222,9,3654.92,581.9,0.1592100511091898
455,2024,2024Q2,2024-04,2024-04-27,South,Electronics,Smartphone,668.02,2,1336.04,198.8,0.1487979401814317
456,2022,2022Q1,2022-01,2022-01-08,South,Electronics,Smartphone,569.0985714285714,7,3983.69,360.13,0.09040111052817865
457,2024,2024Q1,2024-01,2024-01-24,South,Accessories,Keyboard,1112.85,1,1112.85,272.81,0.24514534753111383
458,2022,2022Q2,2022-06,2022-06-20,North,Accessories,Monitor,470.07,9,4230.63,221.06,0.052252265029085504
459,2024,2024Q3,2024-08,2024-08-01,East,Electronics,Tablet,371.03625,8,2968.29,530.3,0.17865505055099062
460,2022,2022Q1,2022-01,2022-01-10,West,Accessories,Monitor,938.0600000000001,5,4690.3,706.74,0.15068119310065453
461,2022,2022Q2,2022-05,2022-05-09,West,Electronics,Camera,716.1216666666666,6,4296.73,1240.31,0.28866370472429037
462,2023,2023Q4,2023-12,2023-12-19,North,Electronics,Camera,1029.0342857142857,7,7203.24,523.52,0.0726784058284883
463,2022,2022Q4,2022-11,2022-11-20,North,Electronics,Smartphone,910.2,4,3640.8,695.31,0.1909772577455504
464,2022,2022Q4,2022-11,2022-11-11,East,Electronics,Smartphone,1131.6,1,1131.6,304.62,0.26919406150583247
465,2024,2024Q1,2024-01,2024-01-03,West,Electronics,Camera,403.0677777777778,9,3627.61,797.53,0.2198499838736799
466,2023,2023Q3,2023-08,2023-08-11,South,Accessories,Mouse,996.01125,4,3984.045,624.99,0.15687322808853815
467,2022,2022Q4,2022-11,2022-11-23,South,Accessories,Headphones,1182.1966666666667,3,3546.59,490.28,0.13823983037227308
468,2024,2024Q1,2024-03,2024-03-01,South,Electronics,Tablet,454.014,5,2270.07,546.56,0.24076790583550284
469,2023,2023Q3,2023-07,2023-07-07,West,Accessories,Keyboard,677.09,2,1354.18,136.91,0.1011017737671506
470,2023,2023Q2,2023-04,2023-04-20,West,Accessories,Headphones,973.1257142857143,7,6811.88,1423.57,0.208983423078504
471,2022,2022Q1,2022-02,2022-02-09,East,Electronics,Smartwatch,470.15333333333336,3,1410.46,232.65,0.16494618776852943
472,2022,2022Q4,2022-10,2022-10-17,North,Accessories,Keyboard,585.1,1,585.1,124.995,0.2136301486925312
473,2023,2023Q3,2023-08,2023-08-04,East,Electronics,Laptop,677.1142857142858,14,9479.6,1481.48,0.15628085573230938
474,2023,2023Q4,2023-12,2023-12-01,South,Accessories,Mouse,983.3475,4,3933.39,777.19,0.1975878313617516
475,2022,2022Q3,2022-07,2022-07-31,East,Accessories,Monitor,729.1800000000001,5,3645.9,388.31,0.10650593817713047
476,2023,2023Q1,2023-02,2023-02-24,East,Accessories,Headphones,893.125,6,5358.75,568.34,0.10605831583858176
477,2024,2024Q2,2024-05,2024-05-18,North,Electronics,Camera,355.07,5,1775.35,486.37,0.27395724786661785
478,2023,2023Q2,2023-05,2023-05-19,South,Accessories,Headphones,545.0388888888889,9,4905.35,1351.25,0.2754645438144067
479,2022,2022Q3,2022-09,2022-09-29,East,Accessories,Mouse,710.1183333333333,3,2130.355,186.165,0.08738684397670811
480,2024,2024Q3,2024-09,2024-09-03,East,Office,Printer,816.48,2,1632.96,292.78,0.17929404271996863
481,2023,2023Q1,2023-03,2023-03-12,East,Electronics,Smartwatch,554.0416666666666,6,3324.25,466.78,0.1404166353312777
482,2023,2023Q3,2023-07,2023-07-17,West,Electronics,Camera,918.0959999999999,5,4590.48,347.14,0.07562172147574982
483,2022,2022Q2,2022-04,2022-04-14,East,Electronics,Laptop,944.0988888888888,9,8496.89,2182.42,0.25684927073317415
484,2022,2022Q2,2022-06,2022-06-16,North,Office,Printer,1074.075,6,6444.45,518.79,0.08050182715359727
485,2022,2022Q1,2022-03,2022-03-14,North,Electronics,Camera,812.1,1,812.1,51.13,0.06296022657308213
486,2023,2023Q3,2023-07,2023-07-15,West,Accessories,Monitor,294.10833333333335,6,1764.65,465.93,0.2640353611197688
487,2023,2023Q2,2023-05,2023-05-03,South,Accessories,Keyboard,418.2,1,418.2,23.535,0.056276901004304165
488,2023,2023Q4,2023-12,2023-12-29,East,Electronics,Smartwatch,723.92,1,723.92,115.26,0.15921648800972485
489,2022,2022Q4,2022-12,2022-12-05,North,Accessories,Headphones,938.1133333333333,6,5628.68,1033.15,0.18355102794971467
490,2024,2024Q3,2024-09,2024-09-26,North,Electronics,Laptop,332.022,5,1660.11,283.14,0.17055496322532845
491,2023,2023Q1,2023-03,2023-03-28,West,Accessories,Headphones,765.0833333333334,3,2295.25,244.83,0.1066681189412918
492,2024,2024Q2,2024-04,2024-04-19,East,Office,Printer,1095.11,2,2190.22,477.8,0.218151601209011
493,2024,2024Q4,2024-10,2024-10-11,East,Electronics,Tablet,500.0957142857143,7,3500.67,919.35,0.26262115537882746
494,2023,2023Q2,2023-06,2023-06-01,North,Accessories,Mouse,189.024,5,945.12,194.03,0.20529668190282716
495,2023,2023Q3,2023-07,2023-07-13,East,Electronics,Camera,775.0033333333334,3,2325.01,309.49,0.1331134059638453
496,2023,2023Q3,2023-07,2023-07-23,West,Electronics,Tablet,880.475,2,1760.95,278.09,0.15792044067122857
497,2023,2023Q4,2023-11,2023-11-12,North,Electronics,Smartwatch,371.58,1,371.58,108.58,0.29221163679423007
498,2024,2024Q4,2024-10,2024-10-15,East,Electronics,Smartphone,474.1075,8,3792.86,383.4,0.10108466961606807
499,2022,2022Q3,2022-08,2022-08-18,West,Accessories,Monitor,268.06142857142856,7,1876.43,129.25,0.06888080024301466
500,2023,2023Q3,2023-08,2023-08-19,East,Electronics,Camera,197.08333333333334,6,1182.5,236.12,0.19967864693446088
501,2022,2022Q1,2022-03,2022-03-14,North,Electronics,Smartphone,851.1120000000001,5,4255.56,961.41,0.22591856300933363
502,2022,2022Q3,2022-09,2022-09-15,North,Accessories,Monitor,149.10666666666668,9,1341.96,150.7,0.11229842916331335
503,2022,2022Q3,2022-09,2022-09-23,North,Accessories,Keyboard,644.68,1,644.68,49.25,0.07639449028975616
504,2024,2024Q2,2024-05,2024-05-17,South,Accessories,Monitor,609.02,3,1827.06,94.4,0.05166770658872725
505,2024,2024Q4,2024-10,2024-10-27,North,Electronics,Camera,930.55,1,930.55,136.16,0.1463220675944334
506,2022,2022Q1,2022-02,2022-02-15,South,Electronics,Camera,132.0075,4,528.03,152.8,0.28937749749067293
507,2022,2022Q1,2022-02,2022-02-23,South,Accessories,Monitor,706.0216666666666,6,4236.13,739.22,0.1745036153281415
508,2023,2023Q1,2023-01,2023-01-14,North,Accessories,Headphones,416.1975,4,1664.79,190.82,0.11462106331729527
509,2023,2023Q1,2023-01,2023-01-12,North,Electronics,Smartwatch,909.1166666666667,3,2727.35,554.46,0.2032962399398684
510,2022,2022Q1,2022-02,2022-02-08,North,Electronics,Smartwatch,261.395,2,522.79,52.73,0.10086267908720518
511,2024,2024Q4,2024-12,2024-12-06,West,Accessories,Mouse,1381.4233333333334,3,4144.27,972.515,0.23466497115294127
512,2024,2024Q1,2024-03,2024-03-12,West,Electronics,Laptop,118.05222222222223,18,2124.94,147.16,0.06925372010503826
513,2023,2023Q4,2023-10,2023-10-01,East,Electronics,Smartphone,380.2033333333333,3,1140.61,226.52,0.1985954883790253
514,2024,2024Q2,2024-04,2024-04-12,East,Accessories,Keyboard,436.11375,4,1744.455,356.12,0.20414398766376893
515,2024,2024Q1,2024-03,2024-03-06,North,Accessories,Monitor,344.00333333333333,9,3096.03,362.89,0.11721139653039536
516,2024,2024Q2,2024-05,2024-05-02,South,Accessories,Monitor,698.018,5,3490.09,205.04,0.058749201309994864
517,2022,2022Q2,2022-04,2022-04-02,South,Electronics,Smartwatch,729.1,6,4374.6,702.62,0.16061354180953685
518,2024,2024Q1,2024-02,2024-02-11,South,Electronics,Smartphone,561.0283333333333,12,6732.34,1083.72,0.16097226224462816
519,2024,2024Q4,2024-11,2024-11-27,North,Accessories,Monitor,170.15,2,340.3,39.12,0.11495739053776079
520,2022,2022Q3,2022-08,2022-08-30,East,Accessories,Mouse,763.4,1,763.4,217.94,0.2854859837568771
521,2022,2022Q3,2022-07,2022-07-15,West,Accessories,Headphones,852.1475,4,3408.59,856.98,0.2514177416468393
522,2022,2022Q1,2022-02,2022-02-21,West,Electronics,Tablet,326.11,7,2282.77,537.71,0.23555154483368893
523,2023,2023Q3,2023-09,2023-09-14,South,Electronics,Camera,593.0985714285714,7,4151.69,1047.43,0.2522900312884633
524,2023,2023Q4,2023-10,2023-10-24,North,Accessories,Monitor,158.04,3,474.12,83.32,0.17573610056525774
525,2023,2023Q2,2023-04,2023-04-16,West,Accessories,Monitor,136.176,5,680.88,176.44,0.25913523675243805
526,2023,2023Q3,2023-08,2023-08-20,South,Accessories,Keyboard,1304.4766666666667,3,3913.43,357.34,0.09131120270453284
527,2023,2023Q4,2023-10,2023-10-24,South,Accessories,Mouse,669.1483333333333,3,2007.445,358.72,0.1786948085750793
528,2024,2024Q3,2024-07,2024-07-26,East,Electronics,Laptop,687.96,2,1375.92,125.64,0.0913134484563056
529,2024,2024Q4,2024-10,2024-10-31,South,Electronics,Smartwatch,981.0166666666668,3,2943.05,234.27,0.07960109410305635
530,2022,2022Q2,2022-04,2022-04-28,East,Office,Printer,807.0071428571429,7,5649.05,660.37,0.11689930165249024
531,2024,2024Q3,2024-08,2024-08-15,North,Electronics,Tablet,412.06125,8,3296.49,623.67,0.18919214073150534
532,2024,2024Q3,2024-07,2024-07-18,North,Electronics,Smartphone,190.09,2,380.18,101.7,0.2675048661160503
533,2022,2022Q4,2022-10,2022-10-22,West,Electronics,Laptop,881.048,5,4405.24,1247.86,0.2832671999709437
534,2022,2022Q4,2022-11,2022-11-01,East,Electronics,Tablet,120.58,1,120.58,9.43,0.07820534085254603
535,2023,2023Q1,2023-02,2023-02-20,South,Electronics,Camera,590.1766666666666,3,1770.53,366.58,0.20704534800314028
536,2023,2023Q2,2023-05,2023-05-20,South,Electronics,Camera,717.1466666666666,6,4302.88,965.02,0.22427304503030526
537,2023,2023Q4,2023-12,2023-12-19,North,Electronics,Camera,996.1966666666667,3,2988.59,362.68,0.12135488641800983
538,2024,2024Q2,2024-06,2024-06-17,East,Accessories,Headphones,1011.13,3,3033.39,458.41,0.1511213526780269
539,2023,2023Q3,2023-07,2023-07-14,South,Accessories,Mouse,795.4675,4,3181.87,876.325,0.27541194329120927
540,2022,2022Q3,2022-07,2022-07-04,West,Electronics,Tablet,567.0383333333333,6,3402.23,501.29,0.14734159654109216
541,2022,2022Q1,2022-03,2022-03-23,South,Accessories,Keyboard,874.2275,4,3496.91,1032.81,0.29534932268774433
542,2022,2022Q4,2022-11,2022-11-19,East,Accessories,Monitor,270.0425,4,1080.17,204.95,0.189738652249183
543,2022,2022Q1,2022-02,2022-02-28,East,Accessories,Headphones,255.10500000000002,6,1530.63,218.99,0.14307180703370506
544,2023,2023Q3,2023-09,2023-09-11,West,Accessories,Keyboard,892.01,4,3568.04,764.2,0.21417921323751976
545,2022,2022Q4,2022-11,2022-11-13,West,Electronics,Smartphone,954.51,2,1909.02,97.94,0.051303810332002805
546,2024,2024Q1,2024-03,2024-03-17,West,Electronics,Camera,299.1175,4,1196.47,223.66,0.18693322858074168
547,2022,2022Q1,2022-02,2022-02-13,North,Electronics,Smartwatch,534.0675,4,2136.27,217.47,0.10179892991054501
548,2024,2024Q2,2024-05,2024-05-07,West,Electronics,Laptop,1040.1271428571429,7,7280.89,1450.82,0.19926410095469096
549,2022,2022Q3,2022-09,2022-09-24,South,Electronics,Smartwatch,987.0360000000001,5,4935.18,625.39,0.12672080856220036
550,2023,2023Q1,2023-01,2023-01-06,South,Electronics,Smartwatch,563.82,1,563.82,46.96,0.08328899294100954
551,2022,2022Q1,2022-03,2022-03-02,North,Electronics,Camera,727.1566666666666,3,2181.47,517.02,0.23700532209931835
552,2024,2024Q3,2024-09,2024-09-25,North,Accessories,Mouse,952.23,2,1904.46,221.165,0.11613003161001018
553,2022,2022Q4,2022-12,2022-12-06,West,Accessories,Keyboard,1092.0866666666668,3,3276.26,317.545,0.09692301587786073
554,2023,2023Q2,2023-06,2023-06-18,South,Electronics,Laptop,818.00375,8,6544.03,1086.29,0.16599709964654807
555,2023,2023Q4,2023-11,2023-11-21,West,Accessories,Mouse,877.25,3,2631.75,157.19,0.05972831765935214
556,2023,2023Q1,2023-03,2023-03-31,West,Accessories,Monitor,105.03222222222222,9,945.29,94.75,0.10023379068857176
557,2024,2024Q2,2024-06,2024-06-11,West,Accessories,Monitor,380.075,2,760.15,192.42,0.25313424981911464
558,2023,2023Q2,2023-04,2023-04-25,North,Accessories,Monitor,348.0525,4,1392.21,394.48,0.2833480581234153
559,2022,2022Q4,2022-12,2022-12-17,East,Electronics,Smartwatch,414.3233333333333,3,1242.97,206.74,0.16632742544067838
560,2024,2024Q3,2024-07,2024-07-05,East,Electronics,Laptop,1061.0066666666667,3,3183.02,868.73,0.27292634039371416
561,2023,2023Q2,2023-04,2023-04-07,West,Accessories,Monitor,852.092,5,4260.46,229.77,0.05393079620510462
562,2022,2022Q3,2022-07,2022-07-26,West,Electronics,Smartphone,1041.88,2,2083.76,264.92,0.12713556263677198
563,2022,2022Q2,2022-05,2022-05-18,East,Electronics,Smartwatch,564.07,3,1692.21,348.81,0.20612689914372329
564,2022,2022Q1,2022-03,2022-03-15,North,Electronics,Camera,432.045,4,1728.18,403.06,0.23322802022937425
565,2023,2023Q4,2023-10,2023-10-13,South,Electronics,Camera,1121.24,4,4484.96,893.27,0.19917011522956726
566,2024,2024Q2,2024-06,2024-06-19,East,Electronics,Smartphone,589.1271428571429,14,8247.78,1500.1,0.1818792450817068
567,2024,2024Q4,2024-11,2024-11-03,East,Accessories,Mouse,1186.13,1,1186.13,196.035,0.1652727778574018
568,2023,2023Q2,2023-04,2023-04-16,East,Electronics,Smartphone,743.0128571428571,14,10402.18,1490.4,0.14327765910607201
569,2024,2024Q3,2024-09,2024-09-27,South,Accessories,Mouse,620.118,5,3100.59,695.28,0.22424119280524027
570,2023,2023Q1,2023-03,2023-03-06,South,Electronics,Tablet,992.1466666666666,6,5952.88,971.53,0.16320335703054656
571,2023,2023Q1,2023-01,2023-01-10,East,Electronics,Smartphone,483.1425,8,3865.14,945.82,0.24470523706773883
572,2023,2023Q4,2023-10,2023-10-05,West,Electronics,Tablet,581.155,6,3486.93,1011.74,0.29015208220411653
573,2024,2024Q2,2024-05,2024-05-25,West,Electronics,Tablet,854.365,2,1708.73,441.43,0.2583380639422261
574,2024,2024Q3,2024-09,2024-09-12,South,Accessories,Monitor,1081.045,4,4324.18,288.12,0.06662997377537475
575,2024,2024Q3,2024-07,2024-07-30,South,Electronics,Laptop,677.0825,8,5416.66,604.28,0.1115595219194116
576,2023,2023Q2,2023-04,2023-04-10,East,Electronics,Camera,228.29666666666665,3,684.89,39.33,0.0574252799719663
577,2024,2024Q1,2024-02,2024-02-02,West,Accessories,Headphones,1144.42,2,2288.84,234.97,0.10265898883277118
578,2023,2023Q3,2023-07,2023-07-18,East,Electronics,Smartphone,777.085,6,4662.51,350.79,0.07523629976128737
579,2022,2022Q1,2022-02,2022-02-25,East,Accessories,Mouse,633.1025,4,2532.41,404.96,0.15991091489924616
580,2024,2024Q1,2024-02,2024-02-29,South,Electronics,Smartwatch,215.16,6,1290.96,343.35,0.2659648633575014
581,2022,2022Q3,2022-08,2022-08-26,West,Office,Printer,241.142,5,1205.71,235.19,0.19506348956216668
582,2022,2022Q3,2022-08,2022-08-14,North,Electronics,Camera,155.04285714285714,7,1085.3,130.72,0.12044595964249517
583,2024,2024Q3,2024-08,2024-08-29,West,Accessories,Monitor,737.0933333333334,9,6633.84,1239.11,0.18678623542322392
584,2024,2024Q4,2024-11,2024-11-21,North,Electronics,Laptop,728.092857142857,7,5096.65,971.5,0.1906154042361159
585,2022,2022Q3,2022-07,2022-07-20,East,Electronics,Tablet,1030.025,4,4120.1,710.07,0.17234290429843935
586,2022,2022Q3,2022-08,2022-08-15,West,Accessories,Monitor,493.31,3,1479.93,207.58,0.14026339083605305
587,2024,2024Q2,2024-04,2024-04-09,West,Electronics,Smartphone,236.09285714285716,7,1652.65,397.49,0.24051674583245092
588,2022,2022Q3,2022-07,2022-07-07,South,Electronics,Laptop,1028.17,1,1028.17,240.61,0.23401772080492525
589,2023,2023Q2,2023-05,2023-05-01,East,Accessories,Monitor,1145.225,4,4580.9,655.14,0.14301556462703835
590,2024,2024Q1,2024-01,2024-01-28,South,Accessories,Monitor,269.095,8,2152.76,196.53,0.09129210873483341
591,2022,2022Q3,2022-07,2022-07-04,South,Accessories,Monitor,761.09,6,4566.54,866.13,0.1896687645350747
592,2024,2024Q2,2024-04,2024-04-06,East,Accessories,Headphones,748.07,3,2244.21,301.53,0.13435908404293714
593,2024,2024Q1,2024-02,2024-02-01,West,Accessories,Mouse,336.195,4,1344.78,140.52,0.10449292821130594
594,2022,2022Q4,2022-12,2022-12-03,South,Electronics,Smartphone,325.72,2,651.44,93.68,0.14380449465798845
595,2024,2024Q4,2024-12,2024-12-17,West,Accessories,Keyboard,960.7,1,960.7,95.88,0.09980222754241698
596,2023,2023Q4,2023-11,2023-11-30,North,Electronics,Smartphone,377.0185714285714,14,5278.26,537.76,0.10188205961813172
597,2024,2024Q2,2024-06,2024-06-05,South,Office,Printer,205.08800000000002,5,1025.44,246.15,0.24004329848650335
598,2022,2022Q1,2022-01,2022-01-13,West,Accessories,Monitor,962.21,2,1924.42,434.86,0.2259693829829247
599,2023,2023Q3,2023-08,2023-08-29,North,Electronics,Smartphone,830.48,4,3321.92,725.76,0.21847606203641268
600,2022,2022Q2,2022-05,2022-05-23,North,Office,Printer,985.48,1,985.48,105.09,0.10663838941429557
601,2024,2024Q3,2024-07,2024-07-14,North,Accessories,Keyboard,520.024,5,2600.12,537.11,0.20657123517376122
602,2024,2024Q4,2024-10,2024-10-21,West,Electronics,Camera,698.195,4,2792.78,725.35,0.259723286474409
603,2024,2024Q3,2024-08,2024-08-31,North,Accessories,Headphones,189.12,2,378.24,87.37,0.23099090524534688
604,2022,2022Q2,2022-04,2022-04-17,West,Electronics,Camera,121.01375,8,968.11,271.61,0.28055696150230863
605,2024,2024Q2,2024-05,2024-05-12,North,Electronics,Smartwatch,188.24666666666667,3,564.74,108.35,0.19185820023373587
606,2023,2023Q1,2023-01,2023-01-25,South,Electronics,Laptop,473.12399999999997,10,4731.24,1335.22,0.28221354232717005
607,2024,2024Q2,2024-04,2024-04-01,West,Electronics,Smartphone,542.1533333333333,12,6505.84,1669.68,0.2566432620537855
608,2024,2024Q2,2024-05,2024-05-05,North,Electronics,Camera,276.13,1,276.13,42.68,0.15456487886140585
609,2024,2024Q2,2024-05,2024-05-20,West,Accessories,Mouse,1704.32,1,1704.32,102.88,0.06036425084491175
610,2022,2022Q4,2022-10,2022-10-20,East,Electronics,Laptop,233.06166666666664,6,1398.37,180.88,0.12935060105694487
611,2022,2022Q1,2022-02,2022-02-27,North,Accessories,Keyboard,226.085,2,452.17,54.425,0.1203640223809629
612,2022,2022Q3,2022-07,2022-07-29,West,Accessories,Headphones,845.2566666666667,3,2535.77,292.19,0.115227327399567
613,2023,2023Q2,2023-04,2023-04-17,West,Electronics,Tablet,496.08,1,496.08,146.92,0.2961619093694565
614,2024,2024Q2,2024-06,2024-06-30,West,Electronics,Smartphone,972.16,4,3888.64,284.17,0.07307696263989467
615,2024,2024Q1,2024-03,2024-03-12,East,Electronics,Tablet,703.0228571428571,7,4921.16,798.16,0.1621894024985979
616,2024,2024Q3,2024-07,2024-07-04,West,Electronics,Smartwatch,559.0925,8,4472.74,290.79,0.06501383939151394
617,2023,2023Q2,2023-04,2023-04-09,North,Electronics,Tablet,201.26,3,603.78,153.37,0.25401636357613705
618,2023,2023Q1,2023-03,2023-03-10,West,Accessories,Headphones,211.0811111111111,9,1899.73,501.4,0.26393224300295304
619,2022,2022Q3,2022-09,2022-09-07,South,Electronics,Laptop,343.2025,4,1372.81,302.58,0.22040923361572248
620,2023,2023Q2,2023-04,2023-04-16,West,Accessories,Monitor,924.9,1,924.9,125.65,0.13585252459725378
621,2022,2022Q3,2022-07,2022-07-11,East,Electronics,Smartphone,788.016,5,3940.08,755.11,0.19164839292603197
622,2024,2024Q4,2024-10,2024-10-05,West,Electronics,Tablet,187.26,2,374.52,49.26,0.13152835629605897
623,2022,2022Q4,2022-12,2022-12-26,West,Accessories,Monitor,634.104,5,3170.52,868.34,0.2738793636375106
624,2024,2024Q3,2024-08,2024-08-17,North,Accessories,Headphones,766.1028571428571,7,5362.72,1029.47,0.1919678819703434
625,2023,2023Q3,2023-07,2023-07-06,North,Accessories,Keyboard,1064.34625,4,4257.385,700.2,0.16446715530777695
626,2023,2023Q4,2023-11,2023-11-25,South,Electronics,Laptop,810.03,2,1620.06,314.94,0.19440020739972594
627,2022,2022Q1,2022-01,2022-01-08,South,Accessories,Mouse,71.12,1,71.12,12.02,0.16901012373453317
628,2022,2022Q2,2022-06,2022-06-15,North,Electronics,Laptop,651.66,1,651.66,57.94,0.08891139551299758
629,2022,2022Q1,2022-03,2022-03-13,North,Accessories,Monitor,415.29333333333335,3,1245.88,119.11,0.09560310784345201
630,2023,2023Q4,2023-11,2023-11-06,West,Accessories,Monitor,464.17,1,464.17,58.38,0.12577288493439903
631,2023,2023Q1,2023-02,2023-02-11,North,Accessories,Monitor,1031.1200000000001,5,5155.6,356.43,0.06913453332298859
632,2023,2023Q4,2023-12,2023-12-11,East,Electronics,Smartphone,1035.1680000000001,5,5175.84,786.27,0.1519115737735324
633,2022,2022Q1,2022-01,2022-01-13,East,Electronics,Smartphone,834.42,4,3337.68,940.84,0.2818844227127826
634,2023,2023Q1,2023-01,2023-01-16,North,Electronics,Laptop,171.24,6,1027.44,265.12,0.2580393988943393
635,2024,2024Q2,2024-04,2024-04-05,West,Office,Printer,1138.175,2,2276.35,366.5,0.16100336064313486
636,2024,2024Q1,2024-01,2024-01-02,West,Accessories,Mouse,857.105,4,3428.42,305.79,0.08919268934377936
637,2024,2024Q1,2024-03,2024-03-02,East,Accessories,Keyboard,820.495,2,1640.99,176.87,0.10778249715111
638,2022,2022Q2,2022-06,2022-06-20,South,Accessories,Mouse,782.172,5,3910.86,584.77,0.14952465698081752
639,2023,2023Q2,2023-05,2023-05-09,West,Office,Printer,399.192,5,1995.96,369.22,0.18498366700735486
640,2023,2023Q3,2023-08,2023-08-31,North,Accessories,Keyboard,55.08571428571429,7,385.6,43.43,0.11262966804979252
641,2023,2023Q1,2023-03,2023-03-23,East,Accessories,Mouse,1079.0875,4,4316.35,566.7,0.13129148470351107
642,2024,2024Q2,2024-04,2024-04-28,North,Electronics,Smartwatch,1169.52,1,1169.52,340.69,0.29130754497571654
643,2023,2023Q1,2023-03,2023-03-30,East,Accessories,Headphones,465.052,5,2325.26,506.32,0.21774769273113542
644,2024,2024Q1,2024-02,2024-02-18,North,Accessories,Monitor,199.25,1,199.25,48.92,0.24552070263488082
645,2022,2022Q3,2022-08,2022-08-13,South,Electronics,Smartwatch,125.17333333333333,3,375.52,80.58,0.21458244567533022
646,2023,2023Q1,2023-01,2023-01-03,East,Accessories,Mouse,79.2425,4,316.97,77.13,0.2433353314193772
647,2024,2024Q4,2024-11,2024-11-14,South,Electronics,Camera,655.0422222222222,9,5895.38,442.49,0.07505707859374629
648,2022,2022Q2,2022-04,2022-04-09,East,Accessories,Headphones,97.2475,4,388.99,35.21,0.09051646571891309
649,2024,2024Q2,2024-06,2024-06-12,West,Accessories,Mouse,917.5175,2,1835.035,231.485,0.12614745767791896
650,2023,2023Q4,2023-10,2023-10-18,South,Electronics,Laptop,532.0,6,3192.0,182.46,0.05716165413533835
651,2024,2024Q2,2024-04,2024-04-06,East,Electronics,Camera,1048.0175,4,4192.07,216.16,0.0515640244556985
652,2023,2023Q3,2023-07,2023-07-29,West,Electronics,Tablet,752.0628571428571,7,5264.44,756.33,0.1436677025476594
653,2023,2023Q2,2023-06,2023-06-04,North,Electronics,Laptop,425.63,1,425.63,48.81,0.11467706693607124
654,2022,2022Q1,2022-03,2022-03-17,North,Electronics,Smartwatch,845.225,4,3380.9,211.72,0.06262237865657073
655,2022,2022Q1,2022-03,2022-03-05,North,Accessories,Keyboard,510.0975,2,1020.195,196.86,0.1929631099936777
656,2024,2024Q3,2024-08,2024-08-22,South,Accessories,Keyboard,967.35,1,967.35,78.705,0.08136145138781206
657,2024,2024Q2,2024-04,2024-04-09,South,Accessories,Keyboard,520.3000000000001,3,1560.9,391.11,0.2505669805881222
658,2024,2024Q3,2024-07,2024-07-20,North,Accessories,Keyboard,741.0066666666667,3,2223.02,608.93,0.27392016266160446
659,2024,2024Q3,2024-07,2024-07-04,East,Electronics,Camera,1123.065,4,4492.26,670.42,0.1492389131528451
660,2023,2023Q2,2023-04,2023-04-23,East,Electronics,Camera,629.0957142857143,7,4403.67,1295.89,0.2942750024411457
661,2022,2022Q2,2022-05,2022-05-24,West,Accessories,Keyboard,243.375,1,243.375,32.215,0.1323677452491012
662,2022,2022Q2,2022-05,2022-05-09,East,Office,Printer,976.066,5,4880.33,1084.69,0.22225751127485233
663,2023,2023Q3,2023-09,2023-09-10,East,Electronics,Laptop,1041.28,2,2082.56,257.16,0.12348263675476338
664,2022,2022Q3,2022-07,2022-07-01,South,Accessories,Headphones,539.2933333333334,3,1617.88,440.46,0.2722451603332756
665,2024,2024Q1,2024-02,2024-02-17,West,Electronics,Laptop,743.205,2,1486.41,233.7,0.15722445354915532
666,2022,2022Q4,2022-12,2022-12-29,East,Accessories,Mouse,234.125,3,702.375,184.18,0.2622245951236875
667,2023,2023Q3,2023-08,2023-08-11,South,Electronics,Camera,61.255,2,122.51,16.23,0.13247898130764835
668,2023,2023Q3,2023-08,2023-08-01,North,Electronics,Camera,837.1088888888888,9,7533.98,1285.72,0.1706561472156815
669,2023,2023Q3,2023-07,2023-07-23,South,Accessories,Headphones,972.185,4,3888.74,810.08,0.20831426117457072
670,2024,2024Q3,2024-07,2024-07-05,South,Electronics,Smartphone,174.192,10,1741.92,97.74,0.05611049875998897
671,2022,2022Q4,2022-11,2022-11-28,South,Accessories,Mouse,723.09,2,1446.18,403.89,0.2792805874787371
672,2024,2024Q4,2024-11,2024-11-11,South,Electronics,Tablet,85.09,6,510.54,151.91,0.2975476945978767
673,2024,2024Q3,2024-07,2024-07-29,West,Accessories,Keyboard,778.09625,4,3112.385,395.135,0.12695569474856097
674,2023,2023Q2,2023-04,2023-04-25,North,Accessories,Keyboard,343.3,1,343.3,42.515,0.12384212059423244
675,2023,2023Q4,2023-12,2023-12-11,West,Accessories,Mouse,710.1575,2,1420.315,295.97,0.2083833515804593
676,2023,2023Q4,2023-11,2023-11-12,South,Electronics,Laptop,366.00857142857143,7,2562.06,347.62,0.13567988259447478
677,2024,2024Q2,2024-05,2024-05-04,West,Electronics,Smartphone,158.16400000000002,10,1581.64,432.24,0.27328595634910596
678,2022,2022Q3,2022-07,2022-07-09,East,Electronics,Laptop,834.182,10,8341.82,1572.84,0.18854878192049218
679,2022,2022Q4,2022-11,2022-11-22,East,Electronics,Tablet,340.0375,4,1360.15,373.59,0.2746682351211263
680,2022,2022Q1,2022-03,2022-03-13,East,Electronics,Camera,886.1033333333334,6,5316.62,782.42,0.14716492809341272
