Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2022-11-18,Laptop,Electronics,South,7,1477.31,367.22
2022-10-22,Smartwatch,Electronics,East,8,1280.52,131.56
2024-11-16,Tablet,Electronics,South,7,7161.42,630.76
2023-12-27,Mouse,Accessories,East,3,3378.56,520.31
2024-10-30,Laptop,Electronics,West,7,7672.69,2046.38
2024-11-03,Tablet,Electronics,South,6,4254.63,938.66
2024-11-19,Keyboard,Accessories,East,5,2285.99,279.9
2024-04-29,Keyboard,Accessories,West,7,5775.53,680.6
2022-10-21,Smartphone,Electronics,North,18,18720.08,1820.7
2022-05-17,Camera,Electronics,East,9,5634.82,464.71
2024-03-29,Smartphone,Electronics,North,8,5288.88,1463.72
2023-11-22,Headphones,Accessories,North,1,247.06,35.65
2023-09-24,Laptop,Electronics,East,14,3739.18,714.54
2024-07-17,Smartwatch,Electronics,West,7,1988.27,430.59
2023-06-17,Laptop,Electronics,West,4,1920.37,549.11
2024-06-10,Camera,Electronics,East,3,828.16,117.95
2022-01-31,Camera,Electronics,South,2,1580.34,403.76
2023-09-13,Camera,Electronics,East,9,9009.43,1909.26
2022-10-01,Smartphone,Electronics,East,9,7425.92,1580.86
2024-12-24,Monitor,Accessories,West,5,2945.02,672.35
2023-07-19,Mouse,Accessories,West,1,147.155,11.45
2024-05-17,Mouse,Accessories,South,5,5875.41,789.23
2022-01-17,Smartwatch,Electronics,West,3,1308.28,197.6
2024-01-10,Monitor,Accessories,South,4,2360.02,391.82
2023-04-10,Smartwatch,Electronics,West,6,1008.7,245.45
2023-10-27,Smartwatch,Electronics,North,6,1344.18,338.4
2023-09-15,Mouse,Accessories,East,2,2044.155,600.015
2024-12-04,Camera,Electronics,South,8,2192.73,441.77
2022-06-06,Keyboard,Accessories,South,8,1952.99,444.15
2023-01-28,Smartphone,Electronics,East,7,3955.68,1144.76
2023-06-24,Mouse,Accessories,South,4,2628.485,559.08
2022-12-28,Camera,Electronics,North,1,1163.52,115.09
2022-09-24,Smartwatch,Electronics,North,9,5004.06,973.65
2023-05-06,Mouse,Accessories,North,4,4564.08,671.095
2023-07-13,Laptop,Electronics,East,4,4700.92,576.34
2022-01-05,Camera,Electronics,West,2,1686.85,146.39
2024-08-03,Keyboard,Accessories,South,9,4572.5,279.54
2023-08-21,, ,South,5,2510.42,515.12
2023-06-04,Smartphone,Electronics,West,3,3117.9,829.09
2024-05-12,Laptop,Electronics,West,2,761.76,188.7
2023-07-14,Monitor,Accessories,West,9,2889.58,604.19
2024-11-08,Smartwatch,Electronics,East,9,3654.92,581.9
2024-04-27,Smartphone,Electronics,South,2,1336.04,198.8
2022-01-08,Smartphone,Electronics,South,7,3983.69,360.13
2024-01-24,Keyboard,Accessories,South,1,1112.85,272.81
2022-06-20,Monitor,Accessories,North,9,4230.63,221.06
2024-08-01,Tablet,Electronics,East,8,2968.29,530.3
2022-01-10,Monitor,Accessories,West,5,4690.3,706.74
2022-05-09,Camera,Electronics,West,6,4296.73,1240.31
2023-12-19,Camera,Electronics,North,7,7203.24,523.52
2022-11-20,Smartphone,Electronics,North,4,3640.8,695.31
2022-11-11,Smartphone,Electronics,East,1,1131.6,304.62
2024-01-03,Camera,Electronics,West,9,3627.61,797.53
2023-08-11,Mouse,Accessories,South,4,3984.045,624.99
2022-11-23,Headphones,Accessories,South,3,3546.59,490.28
2024-03-01,Tablet,Electronics,South,5,2270.07,546.56
2023-07-07,Keyboard,Accessories,West,2,1354.18,136.91
2023-04-20,Headphones,Accessories,West,7,6811.88,1423.57
2022-02-09,Smartwatch,Electronics,East,3,1410.46,232.65
2022-10-17,Keyboard,Accessories,North,1,585.1,124.995
2023-08-04,Laptop,Electronics,East,14,9479.6,1481.48
2023-12-01,Mouse,Accessories,South,4,3933.39,777.19
2022-07-31,Monitor,Accessories,East,5,3645.9,388.31
2023-02-24,Headphones,Accessories,East,6,5358.75,568.34
2024-05-18,Camera,Electronics,North,5,1775.35,486.37
2023-05-19,Headphones,Accessories,South,9,4905.35,1351.25
2022-09-29,Mouse,Accessories,East,3,2130.355,186.165
2024-09-03,Printer,Office,East,2,1632.96,292.78
2023-03-12,Smartwatch,Electronics,East,6,3324.25,466.78
2023-07-17,Camera,Electronics,West,5,4590.48,347.14
2022-04-14,Laptop,Electronics,East,9,8496.89,2182.42
2022-06-16,Printer,Office,North,6,6444.45,518.79
2022-03-14,Camera,Electronics,North,1,812.1,51.13
2023-07-15,Monitor,Accessories,West,6,1764.65,465.93
2023-05-03,Keyboard,Accessories,South,1,418.2,23.535
2023-12-29,Smartwatch,Electronics,East,1,723.92,115.26
2022-12-05,Headphones,Accessories,North,6,5628.68,1033.15
2024-09-26,Laptop,Electronics,North,5,1660.11,283.14
2023-03-28,Headphones,Accessories,West,3,2295.25,244.83
2024-04-19,Printer,Office,East,2,2190.22,477.8
2024-10-11,Tablet,Electronics,East,7,3500.67,919.35
2023-06-01,Mouse,Accessories,North,5,945.12,194.03
2022-02-19,Mouse,Accessories,West,6,5622.74,1382.67
2023-07-13,Camera,Electronics,East,3,2325.01,309.49
2022-08-03,Keyboard,Accessories,South,0,578.725,126.04
2023-07-23,Tablet,Electronics,West,2,1760.95,278.09
2023-11-12,Smartwatch,Electronics,North,1,371.58,108.58
2024-10-15,Smartphone,Electronics,East,8,3792.86,383.4
2023-08-09,Smartwatch,,South,2,514.86,106.75
2022-08-18,Monitor,Accessories,West,7,1876.43,129.25
2023-08-19,Camera,Electronics,East,6,1182.5,236.12
2022-03-14,Smartphone,Electronics,North,5,4255.56,961.41
2022-09-15,Monitor,Accessories,North,9,1341.96,150.7
2022-09-23,Keyboard,Accessories,North,1,644.68,49.25
2024-05-17,Monitor,Accessories,South,3,1827.06,94.4
2024-10-27,Camera,Electronics,North,1,930.55,136.16
2022-02-15,Camera,Electronics,South,4,528.03,152.8
2022-02-23,Monitor,Accessories,South,6,4236.13,739.22
2023-01-14,Headphones,Accessories,North,4,1664.79,190.82
2023-01-12,Smartwatch,Electronics,North,3,2727.35,554.46
2022-02-08,Smartwatch,Electronics,North,2,522.79,52.73
2024-12-06,Mouse,Accessories,West,3,4144.27,972.515
2024-03-12,Laptop,Electronics,West,18,2124.94,147.16
2023-10-01,Smartphone,Electronics,East,3,1140.61,226.52
2024-04-12,Keyboard,Accessories,East,4,1744.455,356.12
2023-12-22,Tablet,Electronics,North,8,5920.74,1436.7
2024-03-06,Monitor,Accessories,North,9,3096.03,362.89
2024-05-02,Monitor,Accessories,South,5,3490.09,205.04
2022-04-02,Smartwatch,Electronics,South,6,4374.6,702.62
2024-02-11,Smartphone,Electronics,South,12,6732.34,1083.72
2024-11-27,Monitor,Accessories,North,2,340.3,39.12
2022-08-30,Mouse,Accessories,East,1,763.4,217.94
2022-07-15,Headphones,Accessories,West,4,3408.59,856.98
2022-02-21,Tablet,Electronics,West,7,2282.77,537.71
2023-09-14,Camera,Electronics,South,7,4151.69,1047.43
2024-04-08,Laptop,Electronics,North,14,12559.66,3379.1
2023-10-24,Monitor,Accessories,North,3,474.12,83.32
2023-04-16,Monitor,Accessories,West,5,680.88,176.44
2023-10-15,Headphones,Accessories,West,9,8496.88,1721.6
2023-08-20,Keyboard,Accessories,South,3,3913.43,357.34
2023-10-24,Mouse,Accessories,South,3,2007.445,358.72
2024-07-26,Laptop,Electronics,East,2,1375.92,125.64
2024-10-31,Smartwatch,Electronics,South,3,2943.05,234.27
2022-04-28,Printer,Office,East,7,5649.05,660.37
2024-08-15,Tablet,Electronics,North,8,3296.49,623.67
2024-07-18,Smartphone,Electronics,North,2,380.18,101.7
2022-10-22,Laptop,Electronics,West,5,4405.24,1247.86
2022-11-01,Tablet,Electronics,East,1,120.58,9.43
2023-02-20,Camera,Electronics,South,3,1770.53,366.58
2023-05-20,Camera,Electronics,South,6,4302.88,965.02
2023-12-19,Camera,Electronics,North,3,2988.59,362.68
2024-06-17,Headphones,Accessories,East,3,3033.39,458.41
2023-07-14,Mouse,Accessories,South,4,3181.87,876.325
2022-07-04,Tablet,Electronics,West,6,3402.23,501.29
2022-03-23,Keyboard,Accessories,South,4,3496.91,1032.81
2022-11-19,Monitor,Accessories,East,4,1080.17,204.95
2022-02-28,Headphones,Accessories,East,6,1530.63,218.99
2023-09-11,Keyboard,Accessories,West,4,3568.04,764.2
2022-11-13,Smartphone,Electronics,West,2,1909.02,97.94
2024-03-17,Camera,Electronics,West,4,1196.47,223.66
2022-02-13,Smartwatch,Electronics,North,4,2136.27,217.47
2024-05-07,Laptop,Electronics,West,7,7280.89,1450.82
2022-09-24,Smartwatch,Electronics,South,5,4935.18,625.39
2024-08-12,Tablet,Electronics,South,8,9056.58,872.48
2023-01-06,Smartwatch,Electronics,South,1,563.82,46.96
2022-03-02,Camera,Electronics,North,3,2181.47,517.02
2024-09-25,Mouse,Accessories,North,2,1904.46,221.165
2022-12-06,Keyboard,Accessories,West,3,3276.26,317.545
2023-06-18,Laptop,Electronics,South,8,6544.03,1086.29
2023-11-21,Mouse,Accessories,West,3,2631.75,157.19
2023-03-31,Monitor,Accessories,West,9,945.29,94.75
2024-06-11,Monitor,Accessories,West,2,760.15,192.42
2023-04-25,Monitor,Accessories,North,4,1392.21,394.48
2022-12-17,Smartwatch,Electronics,East,3,1242.97,206.74
2024-07-05,Laptop,Electronics,East,3,3183.02,868.73
2023-04-07,Monitor,Accessories,West,5,4260.46,229.77
2022-07-26,Smartphone,Electronics,West,2,2083.76,264.92
2022-05-18,Smartwatch,Electronics,East,3,1692.21,348.81
2022-03-15,Camera,Electronics,North,4,1728.18,403.06
2023-10-13,Camera,Electronics,South,4,4484.96,893.27
2024-06-19,Smartphone,Electronics,East,14,8247.78,1500.1
2024-11-03,Mouse,Accessories,East,1,1186.13,196.035
2023-04-16,Smartphone,Electronics,East,14,10402.18,1490.4
2024-09-27,Mouse,Accessories,South,5,3100.59,695.28
2022-07-12,Smartwatch,,East,6,5292.57,1105.95
2023-03-06,Tablet,Electronics,South,6,5952.88,971.53
2023-01-10,Smartphone,Electronics,East,8,3865.14,945.82
2023-10-05,Tablet,Electronics,West,6,3486.93,1011.74
2024-05-25,Tablet,Electronics,West,2,1708.73,441.43
2024-09-12,Monitor,Accessories,South,4,4324.18,288.12
2024-07-30,Laptop,Electronics,South,8,5416.66,604.28
2023-04-10,Camera,Electronics,East,3,684.89,39.33
2023-01-01,Printer,Office,West,9,5904.13,1440.45
2024-02-02,Headphones,Accessories,West,2,2288.84,234.97
2023-07-18,Smartphone,Electronics,East,6,4662.51,350.79
2022-02-25,Mouse,Accessories,East,4,2532.41,404.96
2024-12-19,Tablet,Electronics,South,8,9328.74,1008.6
2024-02-29,Smartwatch,Electronics,South,6,1290.96,343.35
2022-08-26,Printer,Office,West,5,1205.71,235.19
2022-08-14,Camera,Electronics,North,7,1085.3,130.72
2024-08-29,Monitor,Accessories,West,9,6633.84,1239.11
2024-11-21,Laptop,Electronics,North,7,5096.65,971.5
2022-07-20,Tablet,Electronics,East,4,4120.1,710.07
2022-08-15,Monitor,Accessories,West,3,1479.93,207.58
2024-04-09,Smartphone,Electronics,West,7,1652.65,397.49
2022-07-07,Laptop,Electronics,South,1,1028.17,240.61
2023-05-01,Monitor,Accessories,East,4,4580.9,655.14
2024-01-28,Monitor,Accessories,South,8,2152.76,196.53
2022-07-04,Monitor,Accessories,South,6,4566.54,866.13
2024-04-06,Headphones,Accessories,East,3,2244.21,301.53
2024-02-01,Mouse,Accessories,West,4,1344.78,140.52
2022-12-03,Smartphone,Electronics,South,2,651.44,93.68
2024-12-17,Keyboard,Accessories,West,1,960.7,95.88
2023-11-30,Smartphone,Electronics,North,14,5278.26,537.76
2024-06-05,Printer,Office,South,5,1025.44,246.15
2022-01-13,Monitor,Accessories,West,2,1924.42,434.86
2023-08-29,Smartphone,Electronics,North,4,3321.92,725.76
2022-05-23,Printer,Office,North,1,985.48,105.09
2024-07-14,Keyboard,Accessories,North,5,2600.12,537.11
2024-10-21,Camera,Electronics,West,4,2792.78,725.35
2024-08-31,Headphones,Accessories,North,2,378.24,87.37
2022-04-17,Camera,Electronics,West,8,968.11,271.61
2024-05-12,Smartwatch,Electronics,North,3,564.74,108.35
2023-01-25,Laptop,Electronics,South,10,4731.24,1335.22
2024-04-01,Smartphone,Electronics,West,12,6505.84,1669.68
2024-05-05,Camera,Electronics,North,1,276.13,42.68
2024-05-20,Mouse,Accessories,West,1,1704.32,102.88
2022-10-20,Laptop,Electronics,East,6,1398.37,180.88
2022-02-27,Keyboard,Accessories,North,2,452.17,54.425
2023-12-01,Keyboard,Accessories,South,0,589.245,80.53
2022-07-29,Headphones,Accessories,West,3,2535.77,292.19
2023-04-17,Tablet,Electronics,West,1,496.08,146.92
2024-06-30,Smartphone,Electronics,West,4,3888.64,284.17
2024-03-12,Tablet,Electronics,East,7,4921.16,798.16
2024-07-04,Smartwatch,Electronics,West,8,4472.74,290.79
2023-04-09,Tablet,Electronics,North,3,603.78,153.37
2023-03-10,Headphones,Accessories,West,9,1899.73,501.4
2022-05-29,Monitor,Accessories,North,9,6471.28,1844.59
2023-03-22,Keyboard,Accessories,North,0,338.65,27.07
2022-09-07,Laptop,Electronics,South,4,1372.81,302.58
2024-06-08,,Null,North,9,7542.03,1477.49
2023-04-16,Monitor,Accessories,West,1,924.9,125.65
2022-07-11,Smartphone,Electronics,East,5,3940.08,755.11
2024-10-05,Tablet,Electronics,West,2,374.52,49.26
2022-12-26,Monitor,Accessories,West,5,3170.52,868.34
2024-08-17,Headphones,Accessories,North,7,5362.72,1029.47
2023-11-05,Monitor,Accessories,East,9,5976.88,1747.57
2023-07-06,Keyboard,Accessories,North,4,4257.385,700.2
2023-11-25,Laptop,Electronics,South,2,1620.06,314.94
2022-01-08,Mouse,Accessories,South,1,71.12,12.02
2022-06-15,Laptop,Electronics,North,1,651.66,57.94
2022-03-13,Monitor,Accessories,North,3,1245.88,119.11
2023-11-06,Monitor,Accessories,West,1,464.17,58.38
2023-02-11,Monitor,Accessories,North,5,5155.6,356.43
2023-12-11,Smartphone,Electronics,East,5,5175.84,786.27
2022-01-13,Smartphone,Electronics,East,4,3337.68,940.84
2023-01-16,Laptop,Electronics,North,6,1027.44,265.12
2024-04-05,Printer,Office,West,2,2276.35,366.5
2024-01-02,Mouse,Accessories,West,4,3428.42,305.79
2024-03-02,Keyboard,Accessories,East,2,1640.99,176.87
2024-05-25,Camera,Electronics,East,7,7077.33,1921.73
2022-06-20,Mouse,Accessories,South,5,3910.86,584.77
2023-05-09,Printer,Office,West,5,1995.96,369.22
2023-08-31,Keyboard,Accessories,North,7,385.6,43.43
2023-03-23,Mouse,Accessories,East,4,4316.35,566.7
2024-04-28,Smartwatch,Electronics,North,1,1169.52,340.69
2023-03-30,Headphones,Accessories,East,5,2325.26,506.32
2024-02-18,Monitor,Accessories,North,1,199.25,48.92
2022-08-13,Smartwatch,Electronics,South,3,375.52,80.58
2022-05-05,#NAME,na,East,9,8010.3,763.32
2023-01-03,Mouse,Accessories,East,4,316.97,77.13
2024-11-14,Camera,Electronics,South,9,5895.38,442.49
2022-04-09,Headphones,Accessories,East,4,388.99,35.21
2024-06-12,Mouse,Accessories,West,2,1835.035,231.485
2024-10-15,Smartphone,Electronics,East,18,15464.0,4356.1
2023-10-18,Laptop,Electronics,South,6,3192.0,182.46
2024-04-06,Camera,Electronics,East,4,4192.07,216.16
2023-07-29,Tablet,Electronics,West,7,5264.44,756.33
2023-06-04,Laptop,Electronics,North,1,425.63,48.81
2022-03-17,Smartwatch,Electronics,North,4,3380.9,211.72
2024-03-07,Printer,Office,East,7,8379.94,2009.05
2022-03-05,Keyboard,Accessories,North,2,1020.195,196.86
2024-08-22,Keyboard,Accessories,South,1,967.35,78.705
2024-04-09,Keyboard,Accessories,South,3,1560.9,391.11
2024-07-20,Keyboard,Accessories,North,3,2223.02,608.93
2024-07-04,Camera,Electronics,East,4,4492.26,670.42
2023-08-12,Mouse,Accessories,South,6,6228.01,1852.45
2023-04-23,Camera,Electronics,East,7,4403.67,1295.89
2022-05-24,Keyboard,Accessories,West,1,243.375,32.215
2022-05-09,Printer,Office,East,5,4880.33,1084.69
2023-09-10,Laptop,Electronics,East,2,2082.56,257.16
2024-03-28,Smartphone,Electronics,East,16,18897.4,1233.0
2022-07-01,Headphones,Accessories,South,3,1617.88,440.46
2024-02-17,Laptop,Electronics,West,2,1486.41,233.7
2023-07-08,Smartwatch,Electronics,East,8,7152.93,1539.72
2022-12-29,Mouse,Accessories,East,3,702.375,184.18
2023-08-11,Camera,Electronics,South,2,122.51,16.23
2023-08-01,Camera,Electronics,North,9,7533.98,1285.72
2023-07-23,Headphones,Accessories,South,4,3888.74,810.08
2024-07-05,Smartphone,Electronics,South,10,1741.92,97.74
2022-11-28,Mouse,Accessories,South,2,1446.18,403.89
2024-11-11,Tablet,Electronics,South,6,510.54,151.91
2024-07-29,Keyboard,Accessories,West,4,3112.385,395.135
2023-04-25,Keyboard,Accessories,North,1,343.3,42.515
2023-12-11,Mouse,Accessories,West,2,1420.315,295.97
2023-11-12,Laptop,Electronics,South,7,2562.06,347.62
2024-05-04,Smartphone,Electronics,West,10,1581.64,432.24
2022-07-09,Laptop,Electronics,East,10,8341.82,1572.84
2022-11-22,Tablet,Electronics,East,4,1360.15,373.59
2022-03-13,Camera,Electronics,East,6,5316.62,782.42
2023-07-20,Laptop,Electronics,West,8,7912.56,586.76
2022-05-09,Monitor,Accessories,North,3,726.98,94.38
2024-08-04,Smartphone,Electronics,North,4,228.5,29.37
2022-07-31,Headphones,Accessories,North,3,2274.03,442.57
2024-09-13,Keyboard,Accessories,North,4,1314.06,229.935
2024-05-26,Camera,Electronics,South,6,606.18,104.85
2024-11-15,Headphones,Accessories,East,8,7256.31,558.79
2023-03-11,Camera,,West,4,1956.59,125.69
2023-01-11,Keyboard,Accessories,East,6,2262.04,442.86
2022-04-26,Tablet,Electronics,South,9,5850.58,1511.06
2023-06-07,Keyboard,Accessories,West,0,28.41,4.58
2024-01-17,Monitor,Accessories,East,9,4303.0,344.64
2024-05-14,Camera,Electronics,West,9,10143.85,1690.66
2023-05-15,Headphones,Accessories,North,1,1012.6,164.89
2023-05-22,Tablet,Electronics,East,9,8964.07,448.62
2022-08-05,Mouse,Accessories,South,3,879.02,131.18
2023-10-12,Printer,Office,North,6,6348.5,557.72
2023-11-04,Printer,Office,North,2,1582.39,422.46
2023-05-17,Mouse,Accessories,South,1,962.355,197.2
2023-04-02,Keyboard,Accessories,North,0,60.18,11.93
2023-07-13,Camera,Electronics,East,2,1114.46,300.44
2024-11-28,Keyboard,Accessories,North,5,1765.77,229.06
2022-08-10,Keyboard,Accessories,West,3,3417.305,709.105
2022-09-14,Smartphone,Electronics,East,5,1520.12,433.53
2023-08-05,Smartwatch,Electronics,West,7,8141.73,767.6
2023-08-30,Tablet,Electronics,South,8,5176.66,866.36
2024-05-11,Mouse,Accessories,East,9,738.79,64.42
2024-01-17,Printer,Office,South,9,4086.66,217.48
2022-09-16,Mouse,Accessories,East,1,221.29,14.065
2023-01-13,Smartphone,Electronics,East,12,4957.64,307.72
2022-01-22,Keyboard,Accessories,South,2,1860.98,327.15
2022-05-24,Monitor,Accessories,East,9,4968.33,991.82
2023-03-05,Printer,Office,South,3,1446.94,278.94
2023-04-25,Mouse,Accessories,East,3,861.05,207.435
2024-07-13,Smartwatch,Electronics,East,7,6574.0,460.28
2024-09-01,Headphones,Accessories,East,3,2481.09,249.52
2024-12-26,Monitor,Accessories,West,6,3828.69,1102.86
2023-08-20,Tablet,Electronics,East,7,1197.69,103.34
2022-01-09,Tablet,Electronics,West,7,7623.53,1459.84
2022-08-14,Mouse,Accessories,North,9,3384.2,252.11
2022-01-01,Monitor,Accessories,South,8,1296.25,273.97
2024-07-25,Tablet,Electronics,West,8,2840.9,262.62
2024-08-22,Camera,Electronics,East,7,1540.13,342.93
2022-06-28,Camera,Electronics,West,2,1414.27,308.39
2023-04-26,Camera,Electronics,West,8,8328.46,466.38
2023-08-29,Camera,Electronics,North,2,744.21,217.21
2023-01-02,Mouse,Accessories,South,9,1773.48,168.01
2023-08-11,Smartphone,Electronics,East,14,12068.76,2036.74
2023-06-22,Smartphone,Electronics,South,18,1513.26,198.42
2024-07-27,Monitor,Accessories,East,8,2256.82,468.52
2023-11-30,Monitor,Accessories,North,7,875.99,203.63
2023-08-15,Headphones,Accessories,South,2,352.11,54.19
2022-03-26,Tablet,,North,7,1841.09,496.89
2024-07-27,Camera,Electronics,East,1,712.43,89.5
2024-12-09,Smartphone,Electronics,West,8,5832.04,662.72
2023-06-17,Keyboard,Accessories,South,3,2094.445,494.57
2023-09-21,Tablet,Electronics,West,1,392.28,50.7
2022-05-14,Laptop,Electronics,East,9,963.06,49.71
2024-04-13,Camera,Electronics,West,6,5706.33,319.46
2023-12-24,Smartphone,Electronics,North,18,4861.94,1227.34
2023-04-26,Monitor,Accessories,South,3,2670.48,515.39
2022-01-21,Tablet,Electronics,South,7,2758.35,520.66
2022-10-14,Monitor,Accessories,South,9,873.02,82.35
2023-08-23,Smartwatch,Electronics,West,9,7245.04,1410.92
2023-09-13,Camera,Electronics,North,4,960.34,255.24
2024-12-28,Smartwatch,Electronics,East,4,1284.35,171.02
2023-06-09,Mouse,Accessories,West,2,256.39,55.235
2022-07-10,Smartwatch,Electronics,South,9,9729.16,2039.41
2023-01-11,Camera,Electronics,North,5,1580.12,166.16
2023-07-26,Mouse,Accessories,East,4,488.29,117.12
2023-05-08,Smartphone,Electronics,South,4,3188.61,202.81
2023-11-29,Camera,Electronics,East,7,5467.55,556.02
2024-09-05,Smartphone,Electronics,South,6,5406.43,1277.46
2024-08-08,Headphones,Accessories,East,8,2984.72,742.31
2023-04-12,Printer,Office,North,1,919.53,193.35
2023-08-18,Camera,Electronics,South,6,1686.32,426.72
2023-06-02,Laptop,Electronics,West,7,4165.6,493.24
2023-11-17,Smartphone,Electronics,West,7,1281.45,282.63
2024-06-17,Smartwatch,Electronics,East,3,2829.53,362.16
2024-04-06,Monitor,Accessories,West,3,2211.88,292.31
2024-12-18,Headphones,Accessories,East,4,4740.62,607.81
2023-12-09,Camera,Electronics,East,1,718.42,169.09
2024-04-22,Monitor,Accessories,South,7,1547.56,152.59
2022-06-14,Mouse,Accessories,North,0,369.76,55.59
2023-09-03,Laptop,Electronics,West,3,819.38,231.88
2023-12-19,Laptop,Electronics,South,16,11392.72,2312.6
2023-01-22,Monitor,Accessories,South,2,1706.74,184.71
2024-01-23,Camera,Electronics,North,2,2066.87,608.23
2024-06-07,Laptop,Electronics,North,2,256.46,35.66
2024-02-04,Smartphone,Electronics,North,2,1102.63,182.54
2024-08-31,Monitor,Accessories,North,8,2872.2,483.94
2024-11-11,Tablet,Electronics,East,4,2584.06,394.52
2024-07-27,Mouse,Accessories,North,1,683.465,149.16
2024-05-11,Smartwatch,Electronics,South,7,1253.93,354.23
2023-03-24,Laptop,Electronics,West,7,2618.4,300.81
2022-09-22,Headphones,Accessories,East,9,6822.39,1811.37
2023-11-05,Keyboard,Accessories,East,6,5286.77,636.16
2024-06-13,Monitor,Accessories,North,1,579.0,133.57
2022-02-28,Laptop,Electronics,West,16,2784.58,381.98
2022-11-14,Laptop,Electronics,West,18,4987.72,1393.38
2023-09-17,Smartphone,Null,North,7,6461.32,766.45
2022-08-17,Tablet,Electronics,East,2,1486.1,201.07
2023-05-14,Printer,Office,South,1,1152.58,280.28
2022-03-12,Smartwatch,Electronics,West,2,1750.36,103.99
2022-07-12,Smartphone,Electronics,West,7,4417.43,495.37
2024-07-05,Laptop,Electronics,South,8,7449.84,553.7
2023-06-16,Camera,Electronics,West,3,2220.12,121.14
2023-06-20,Monitor,Accessories,West,8,9104.03,2620.58
2022-05-02,Smartphone,Electronics,North,2,322.58,73.16
2023-07-23,Monitor,Accessories,West,7,7238.45,1889.69
2024-03-30,Smartphone,Electronics,North,3,3561.74,347.31
2022-08-07,Monitor,Accessories,North,5,1850.43,534.39
2022-03-06,Mouse,Accessories,West,6,3522.68,626.72
2023-11-24,Smartwatch,Electronics,East,1,584.35,172.4
2023-08-31,Smartphone,Electronics,East,8,5112.6,824.88
2023-10-14,Smartphone,Electronics,South,2,348.93,56.31
2023-05-16,Monitor,Accessories,South,9,1602.22,142.49
2023-06-19,Monitor,Accessories,South,3,2853.92,437.59
2023-07-21,Printer,Office,West,1,1024.87,230.3
2022-03-20,Camera,Electronics,East,5,4485.48,1324.49
2024-10-21,Smartwatch,Electronics,North,2,2232.72,150.12
2022-08-14,Keyboard,Accessories,South,6,7056.09,1445.01
2022-03-15,Keyboard,Accessories,East,5,875.78,96.65
2022-02-01,Smartwatch,Electronics,East,3,315.56,61.94
2022-04-24,Laptop,Electronics,East,2,358.54,51.75
2023-03-23,Camera,Electronics,South,7,3451.16,194.42
2022-02-10,Laptop,Electronics,North,9,1350.9,189.13
2023-10-19,Tablet,Electronics,West,8,3320.87,413.32
2024-09-10,Mouse,Accessories,North,4,4221.275,470.165
2022-06-17,Keyboard,Accessories,South,0,83.29,15.985
2023-08-09,Mouse,Accessories,North,5,3720.62,448.6
2023-07-11,Laptop,Electronics,South,4,2180.34,273.3
2024-01-05,Laptop,Electronics,West,18,19567.48,4694.98
2022-09-22,Smartphone,Electronics,North,8,4864.96,1314.36
2023-06-22,Mouse,Accessories,North,7,4060.79,291.42
2023-03-26,Smartwatch,Electronics,North,1,387.98,99.59
2023-08-11,Smartwatch,Electronics,North,3,966.5,120.56
2024-05-17,Tablet,Electronics,North,3,3366.17,882.29
2024-06-30,Monitor,Accessories,West,7,7833.05,1843.94
2023-04-09,Monitor,Accessories,West,1,610.23,33.55
2022-05-28,Smartwatch,Electronics,West,8,4288.56,597.09
2022-07-18,Printer,Office,North,9,7740.97,605.35
2024-08-20,Smartwatch,Electronics,West,9,3150.72,457.13
2023-12-31,Keyboard,Accessories,West,2,894.27,224.75
2022-10-09,Laptop,Electronics,North,16,15089.08,2439.46
2024-03-01,Keyboard,Accessories,North,4,3180.095,935.94
2022-03-19,Smartphone,Electronics,West,8,4857.8,971.5
2023-04-25,Keyboard,Accessories,West,3,3372.105,330.235
2023-09-11,Headphones,Accessories,North,6,798.28,213.4
2023-01-13,Printer,Office,North,5,2860.94,339.0
2023-02-26,Laptop,Electronics,West,5,4445.56,580.15
2024-11-03,Smartwatch,Electronics,South,8,7536.2,1197.09
2023-09-26,Monitor,Accessories,North,7,4165.78,263.26
2024-02-19,Laptop,Electronics,East,6,6042.54,1527.98
2024-04-29,Keyboard,Accessories,North,1,155.15,35.33
2024-05-15,Headphones,Accessories,South,2,2170.39,522.0
2024-10-22,Tablet,Electronics,West,3,2832.46,317.76
2022-07-31,Smartwatch,Electronics,West,5,3945.27,392.09
2022-09-10,Tablet,Electronics,South,4,2104.21,308.0
2022-08-24,Monitor,Accessories,South,2,2060.15,517.64
2023-01-13,Smartwatch,Electronics,South,6,810.49,108.61
2022-09-23,Laptop,Electronics,West,6,1746.52,114.84
2022-02-08,Tablet,Electronics,West,5,595.5,121.11
2022-12-18,Laptop,Electronics,West,2,1562.02,119.56
2022-01-25,Smartwatch,Electronics,East,9,5337.53,1575.99
2024-05-31,Laptop,Electronics,North,10,6450.72,1046.64
2023-08-07,Monitor,Accessories,North,2,1342.54,184.59
2022-07-13,Mouse,Accessories,South,7,3395.19,1012.78
2024-12-01,Smartwatch,Electronics,East,4,3968.3,480.72
2024-04-12,Smartphone,Electronics,West,5,4555.88,776.65
2022-02-26,Tablet,Electronics,West,2,2132.62,365.44
2022-03-31,Mouse,Accessories,West,6,6516.63,842.83
2023-08-17,Smartwatch,Electronics,North,2,2040.1,481.15
2024-09-23,Mouse,Accessories,East,3,3063.265,214.19
2022-09-11,Smartwatch,Electronics,West,8,520.56,30.58
